Country Name,Country Code,Indicator Name,Indicator Code,Ano,Valor
South Africa,ZAF,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2009,0.0
South Africa,ZAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2009,5.188501509227559
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2009,0.12641046937989991
Brazil,BRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2010,2.1983732270792737
Brazil,BRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2010,78.19542603418355
Brazil,BRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2010,7.072293478366247
Brazil,BRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010,2.815926475293023
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2010,6.528807841084257
China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2010,77.1871941416238
China,CHN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2010,16.94897365007753
China,CHN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2010,1.859881006498612
China,CHN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010,1.7602194222630114
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2010,1.6738524026947463
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2010,67.1782980878401
India,IND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2010,12.565651367753844
India,IND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2010,11.566995025607095
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010,2.6818022168312545
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2010,3.478093067705653
Russian Federation,RUS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2010,15.983055951264143
Russian Federation,RUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2010,16.067988526381217
Russian Federation,RUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2010,50.238486810357145
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010,16.44748271429068
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2010,0.05260028799864108
South Africa,ZAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2010,94.26062155169727
South Africa,ZAF,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2010,0.8236962688195505
South Africa,ZAF,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2010,0.0
South Africa,ZAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010,4.714238957638477
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2010,0.12468439263115239
Brazil,BRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2011,2.3279430266080183
Brazil,BRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2011,80.55051461475824
Brazil,BRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2011,4.719260865395284
Brazil,BRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2011,2.94476612437636
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2011,6.57048238199027
China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2011,78.87712304359258
China,CHN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2011,14.624130234665806
China,CHN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2011,2.0390613027674993
China,CHN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2011,1.8353358367016581
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2011,2.1376401980844917
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2011,66.75997826038402
India,IND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2011,13.362232628781168
India,IND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2011,10.62719164364898
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2011,3.0047387895798745
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2011,3.954730227744813
Russian Federation,RUS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2011,15.542150482288243
Russian Federation,RUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2011,15.749652659399182
Russian Federation,RUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2011,49.30688574844658
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2011,16.423631126656097
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2011,0.053371269353020556
South Africa,ZAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2011,93.80412672974388
South Africa,ZAF,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2011,0.7924461429407957
South Africa,ZAF,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2011,0.0
South Africa,ZAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2011,5.2015594662064295
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2011,0.1259746663790181
Brazil,BRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2012,2.5916355424302964
Brazil,BRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2012,75.15815454992907
Brazil,BRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2012,8.461449376067634
Brazil,BRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2012,2.902154086684617
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2012,7.290128550334404
China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2012,75.65891205384763
China,CHN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2012,17.308733949989687
China,CHN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2012,1.981570924976508
China,CHN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2012,1.9538462649546655
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2012,2.6575149877666444
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2012,71.63605506082104
India,IND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2012,11.08936475612373
India,IND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2012,7.61347011572959
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2012,2.9264974190796664
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2012,4.643608604789284
Russian Federation,RUS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2012,15.749457829466209
Russian Federation,RUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2012,15.514447126332515
Russian Federation,RUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2012,49.13219983297687
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2012,16.60262243141157
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2012,0.049283979527042124
South Africa,ZAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2012,94.63150172804055
South Africa,ZAF,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2012,0.47271029723866576
South Africa,ZAF,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2012,0.0
South Africa,ZAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2012,4.689443064888805
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2012,0.13024051343007223
Brazil,BRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2013,3.8130191771611073
Brazil,BRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2013,68.46344572541219
Brazil,BRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2013,12.082381946292742
Brazil,BRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2013,2.7053244988583356
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2013,8.225762393713142
China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2013,75.27906857397323
China,CHN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2013,16.731349029635798
China,CHN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2013,1.9612192767972876
China,CHN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2013,2.0530051409280894
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2013,3.5648783506208974
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2013,72.52273811203138
India,IND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2013,12.388660500171293
India,IND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2013,5.241437102418906
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2013,2.8740033183537204
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2013,4.960653326078633
Russian Federation,RUS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2013,15.221697653814479
Russian Federation,RUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2013,17.12867664092573
Russian Federation,RUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2013,50.1115272568077
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2013,16.31144045560232
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2013,0.045953579320511084
South Africa,ZAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2013,93.74387816360706
South Africa,ZAF,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2013,0.45775537931688204
South Africa,ZAF,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2013,0.0
South Africa,ZAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2013,5.571266074757497
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2013,0.15126860248349078
Brazil,BRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2014,4.529578380464945
Brazil,BRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2014,63.22498395837813
Brazil,BRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2014,13.7263798757642
Brazil,BRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2014,2.603567927591759
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2014,9.857089888953038
China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2014,72.63390780912307
China,CHN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2014,18.55249397916779
China,CHN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2014,2.021005181136814
China,CHN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2014,2.339286360399206
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2014,4.056659803785733
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2014,74.49218586947953
India,IND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2014,11.080157256574646
India,IND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2014,4.63653355306791
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2014,2.7906394307101743
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2014,5.173682558774104
Russian Federation,RUS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2014,14.787924313750962
Russian Federation,RUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2014,16.498310793319984
Russian Federation,RUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2014,50.21899912739226
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2014,17.015097902446787
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2014,0.0699404047506761
South Africa,ZAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2014,93.10180341602832
South Africa,ZAF,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2014,0.39082698991065096
South Africa,ZAF,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2014,0.0
South Africa,ZAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2014,5.529299998797455
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2014,0.9023092864501284
Brazil,BRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2015,4.7224113387386275
Brazil,BRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2015,61.848493600984774
Brazil,BRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2015,13.66624717184846
Brazil,BRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2015,
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,12.11841444712646
China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2015,70.3094269525225
China,CHN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2015,19.069812965357887
China,CHN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2015,2.4870306381175866
China,CHN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2015,
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,4.857004208305114
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2015,75.30939896052361
India,IND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2015,9.982039097500802
India,IND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2015,4.923196172968408
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2015,
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,5.361011247979037
Russian Federation,RUS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2015,14.821658316308865
Russian Federation,RUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2015,15.76476859076803
Russian Federation,RUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2015,49.712609431290424
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2015,
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,0.0910265638035215
South Africa,ZAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2015,92.71123792231373
South Africa,ZAF,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2015,0.32463847999481227
South Africa,ZAF,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2015,0.0
South Africa,ZAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2015,
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,1.9304033460865053
